text,cluster
this just hits the spot on a hot sunny summer day! most punches are very sweet . this one is tart with just a touch of sweetness from the crystallized ginger and the ginger ale. adapted from penzeys spices.,5
i found a recipe on cdkithen.com and adapted it to meet my tastes and this is the end result.  my family no longer uses bottled italian dressing anymore.,3
"i got this off of those free recipe cards they send you to try and get you to order.  i had no need to order, as i've got the zaar :)  if you're short on time, substitute refrigerated biscuit dough for the 'homemade' cobbler top.",2
"a longtime family favorite my grandmother's made for years and passed down. very easy, very very rich -- like a wonderfully fudgier brownie, kind of. great with a cup of coffee!",0
"this recipe is very easy, and super delicious! this dish will definately disappear in a matter of minutes, everyone who tastes this dish, asks me for the recipe.",4
this is a macaroni and cheese with an extra twist.,3
"this is a hearty sandwich that was given to us by some good friends a while back.  they are spicy, but men of all ages seem to love them.  they go together quickly.",6
"another comfort food recipe using three favorites, kielbasa, garlic mashed potatoes and sauerkraut. i used a 4 oz. pkg. of potatoes and it was plenty. i also think i would use cheddar next time as the mozzarella vanished. found this on allrecipes website.",3
"great tossed with greens, tomatoes, corn, avacado, and black beans.",7
this is for one glass of sangria.  i tried it and i really loved it.  comes from hpnotiq website.,0
from rachel ray.  something old is new again!,0
"this recipe was given to me from my supervisor at work (rick rossi). i have not tried it yet, but i promise i will and put in my review!",4
this is great with berries.,5
this is one of our family traditions that has been passed down from generation to generation.  my cousin tammy and her mom have made the best for years so no one has really attempted it - until the family gatherings slowed down and i found the recipe.  guess i may have to try my hand at it -these really are to die for!!  **crust prep time not included in this protion of recipe*** tammy's fried pie pastry recipe #214569 or traditional fried pie pastry recipe #214575 preferred,2
"high protein, low carb and low fat greek chicken salad recipe! i'm currently on a high protein muscle building diet and this is perfect to get my protein and veg intake up",7
"i found the original recipe on betterbatter.org/egg-yolk-subs
titute-vegan and modified it based on what i had on hand - namely a blend of chickpea and all-purpose flour (i was using it in shortbreads anyway which used regular flour so they didn't need to be gf). i was shocked at how wonderfully this worked, once i realized that an electric mixer (hand or stand) is not optional for proper consistency!",4
"my most favorite ""show off"" desert for a small dinner party. a very simple version of the italian classic. no raw eggs, cream cheese as an easier to find substitute for mascarpone and chocolate chip cookies which add more flavor and texture than the traditional lady fingers. i make this the day before using stemmed water goblets for a stunning presentation. prep time does not include chilling 6 hours or overnight.",6
"spicy, smoky and sweet--it's almost summer and time to start those grills!  this recipe comes from bon appetit, august 2006.",3
"from chef2chef.com; no i don't know if this is really aaron tippin's recipe, but it tastes wonderful.",4
"this is a simple, yet delicious salad recipe. i have no idea where this recipe is from, but i have been making it for years. i hope you enjoy it as much as we do.",7
from www.crookandchase.com!!,0
"delightful citrus and spicy grilled chops. from a latin american web site; posted for zwt3.
note: prep time does not include marinate time.",3
"the chicken gets it's flavor from charmoula, a versatile marinade. you can make extra for a dip.  recipe is from sunset magazine. prep time does not include marinating time.",1
"use left over chicken to save time. if you are counting net carbs, the soup has 12.5 per can. add 3 carbs per serving to what is listed on this recipe.",1
"this is posted for the world tour 2005 recipezaar event.  i haven't tried it yet, but oh my, does it ever look good!
the source is lidia's italian-american kitchen by lidia matticchio bastianich.",3
perfect for a spring dessert!,5
island flavors in an easy and healthy casserole.  you can just hear the steel drums play...,6
"i got this recipe out of a kraft magazine.  i've tried a lot of lo mein recipes, but this has been my favorite out of all of them.",4
"i love homemade eats, cottage cheese, and saving money while eating well.  this recipe satisfies all those wants.  also, making my own cottage cheese results in whey, which i can save to add to other things.  whey is highly nutritious and helps regulate blood sugar levels.  i only add salt and milk or cream if i'm not using the cottage cheese in cooking or baking.",5
